iter	Logloss
454	0.0866074535
455	0.08644511341
456	0.08626432215
457	0.08609355492
458	0.08593599033
459	0.0858871876
460	0.0856794534
461	0.08560344296
462	0.08527529438
463	0.08522887964
464	0.08501216966
465	0.08491044047
466	0.08474776885
467	0.08458900687
468	0.08440597242
469	0.08429988358
470	0.08408069728
471	0.08395272471
472	0.08373077794
473	0.08356258247
474	0.08339562042
475	0.08327011481
476	0.08318801782
477	0.08289196021
478	0.08273070396
479	0.08259408776
480	0.08238588685
481	0.08221831563
482	0.08203176386
483	0.08182790249
484	0.08167885385
485	0.08163748508
486	0.08145584146
487	0.08141200167
488	0.08131784941
489	0.08111515927
490	0.08106968959
491	0.08090586037
492	0.08074446716
493	0.08061322662
494	0.0804024
495	0.08036191903
496	0.08017021589
497	0.08012850776
498	0.07987542021
499	0.07961463921
500	0.07955498695
501	0.07933907058
502	0.07920310749
503	0.07915536308
504	0.07909569195
505	0.07894688777
506	0.07880361279
507	0.07865282742
508	0.07850084733
509	0.07836484413
510	0.0781643811
511	0.0780297117
512	0.07785019991
513	0.07779513012
514	0.07758643104
515	0.07744766923
516	0.07730195684
517	0.07718461259
518	0.07702223366
519	0.07699076791
520	0.07687300386
521	0.07674565348
522	0.07660927945
523	0.07650180353
524	0.07630998811
525	0.07608871965
526	0.07591007492
527	0.07574348952
528	0.07553351789
529	0.07530760273
530	0.07528046049
531	0.07512671514
532	0.07496790121
533	0.07486810857
534	0.07482618865
535	0.07468917552
536	0.07451822148
537	0.07445204626
538	0.07428293047
539	0.07412532144
540	0.07393593872
541	0.07382346467
542	0.07367493079
543	0.07349444964
544	0.07343432656
545	0.07319233128
546	0.07312014869
547	0.07300037196
548	0.07275596817
549	0.07272831641
550	0.0726935601
551	0.07254408777
552	0.07243556907
553	0.07227378814
554	0.07206472406
555	0.07186237281
556	0.0717132531
557	0.07157995888
558	0.07142450316
559	0.07130796649
560	0.07124883058
561	0.07120601566
562	0.0710379876
563	0.07099350874
564	0.07085451015
565	0.0706417162
566	0.07046259982
567	0.07029433902
568	0.0701886374
569	0.07011659332
570	0.07000959663
571	0.06993442097
572	0.06974983388
573	0.06960946375
574	0.06951658472
575	0.06941725057
576	0.06921896868
577	0.06912969368
578	0.06905482383
579	0.06895576897
580	0.06888226177
581	0.06879939246
582	0.06868016497
583	0.06862104127
584	0.06845727675
585	0.0684328465
586	0.06827357542
587	0.06815690564
588	0.06798409258
589	0.06786812055
590	0.06775352313
591	0.0676674453
592	0.06753249882
593	0.06749930596
594	0.06731773517
595	0.06720820308
596	0.06714097969
597	0.06706255249
598	0.06693636159
599	0.06680960598
600	0.06662885328
601	0.06653077251
602	0.06647605153
603	0.06633505778
604	0.06618292111
605	0.06605612224
606	0.06597411344
607	0.06586597854
608	0.06570816203
609	0.0656005567
610	0.0655506058
611	0.06549692292
612	0.06540533742
613	0.06533824211
614	0.06527955464
615	0.06517523957
616	0.06509793635
617	0.06494973512
618	0.06490176738
619	0.0647343035
620	0.06461700633
621	0.06448065596
622	0.06435093605
623	0.06432481055
624	0.06421401048
625	0.0640461171
626	0.06400038165
627	0.06394224671
628	0.06386441532
629	0.06380566269
630	0.06370413785
631	0.06358734976
632	0.06348718164
633	0.06329589171
634	0.0631923295
635	0.06304182272
636	0.06293686255
637	0.06285491682
638	0.06275457867
639	0.06268039382
640	0.06264502743
641	0.06258838166
642	0.06250423581
643	0.06247553713
644	0.06239990217
645	0.06224227945
646	0.0620694009
647	0.0620161623
648	0.0619839478
649	0.06192500708
650	0.06179634043
651	0.06167690774
652	0.06165161237
653	0.06154049044
654	0.06149532783
655	0.06144247351
656	0.06130716388
657	0.06120814533
658	0.06105636569
659	0.06094288457
660	0.06086395479
661	0.0607275558
662	0.06056546155
663	0.06046725169
664	0.06037138013
665	0.06035408602
666	0.06030181106
667	0.06017475588
668	0.06009839504
669	0.06004930252
670	0.05992811572
671	0.05982685427
672	0.05977133319
673	0.05965682003
674	0.05956357881
675	0.0594382818
676	0.05941104581
677	0.05933785235
678	0.0592683225
679	0.05923313122
680	0.0591239768
681	0.05896632459
682	0.05880211138
683	0.05866195709
684	0.0585452614
685	0.05841501971
686	0.05838624044
687	0.05829119073
688	0.05824542142
689	0.05816782677
690	0.05813633832
691	0.05804579548
692	0.05787008597
693	0.05779989354
694	0.05766457314
695	0.05759422944
696	0.05755026408
697	0.05741217303
698	0.05732218284
699	0.05724588735
700	0.05720621181
701	0.05707536214
702	0.05704625245
703	0.0570081118
704	0.0569788599
705	0.05685481346
706	0.05673450561
707	0.05662819784
708	0.05651929622
709	0.0563627657
710	0.05626258074
711	0.05615470301
712	0.05603354703
713	0.0559889076
714	0.05594284325
715	0.05584267964
716	0.05582597351
717	0.05568255986
718	0.05565104716
719	0.05555306463
720	0.05551417583
721	0.05533373398
722	0.05525178607
723	0.0551275528
724	0.05509384639
725	0.05499688487
726	0.05485969768
727	0.05480013182
728	0.05476026886
729	0.05460023348
730	0.05450928366
731	0.0544150431
732	0.05435969787
733	0.0542405884
734	0.0541156658
735	0.05401245717
736	0.05394253037
737	0.05391073446
738	0.05381901531
739	0.05380358459
740	0.05367744759
741	0.05362834312
742	0.05361479042
743	0.0535733975
744	0.05353878301
745	0.05346975622
746	0.05342824822
747	0.0533445543
748	0.05331802234
749	0.05321071793
750	0.05315989864
751	0.05305598325
752	0.05297940609
753	0.05294555745
754	0.05286945355
755	0.05285533141
756	0.05280561518
757	0.05269681482
758	0.0526830815
759	0.05255588883
760	0.05242222447
761	0.05235186288
762	0.05224038317
763	0.05221056694
764	0.05211482377
765	0.05202832934
766	0.05200339894
767	0.05196842851
768	0.05184870967
769	0.05174945519
770	0.05173613746
771	0.05166311668
772	0.05160412811
773	0.05147914148
774	0.05137735647
775	0.05134363675
776	0.05133068312
777	0.05126611873
778	0.05118200596
779	0.05110264992
780	0.05099407389
781	0.05091919476
782	0.05083048344
783	0.05079970736
784	0.05075397645
785	0.05070147312
786	0.05058780998
787	0.05055337458
788	0.05046649041
789	0.0504079648
790	0.05025951955
791	0.05016242799
792	0.05004460389
793	0.049922815
794	0.04984078895
795	0.04974877292
796	0.04970673457
797	0.04961918054
798	0.04951669781
799	0.04943331285
800	0.04940246197
801	0.04934519766
802	0.04926201166
803	0.04923638297
804	0.04917812001
805	0.04909555251
806	0.04899799292
807	0.04897404924
808	0.04888172012
809	0.04876857627
810	0.04869383317
811	0.04858368331
812	0.04854193938
813	0.04850140076
814	0.04843636517
815	0.04840538372
816	0.04837475234
817	0.04830661274
818	0.04822279144
819	0.04810980672
820	0.04801993249
821	0.04792440313
822	0.04789609852
823	0.04782542856
824	0.0477600741
825	0.04772448724
826	0.04767261214
827	0.04766048506
828	0.04759159478
829	0.04751910589
830	0.04743731629
831	0.04732062085
832	0.04719932014
833	0.04714550641
834	0.04707653395
835	0.04696807913
836	0.04694020346
837	0.04685285261
838	0.04679836611
839	0.0467412306
840	0.04666685539
841	0.04664318274
842	0.0465809807
843	0.04648654869
844	0.04632261714
845	0.04627052733
846	0.04619567281
847	0.04612891321
848	0.04603538877
849	0.04597120098
850	0.04587719124
851	0.04577853366
852	0.04574614214
853	0.04565169816
854	0.04553733035
855	0.04548600426
856	0.04543562024
857	0.0453479222
858	0.04528771747
859	0.04524901518
860	0.04519559986
861	0.04512544179
862	0.04505422922
863	0.04503215004
864	0.04496444602
865	0.04492325038
866	0.04484604497
867	0.04475397341
868	0.04471491123
869	0.04469161649
870	0.04459512256
871	0.04457409551
872	0.0445291722
873	0.04446836939
874	0.04444781793
875	0.04437590971
876	0.04431179904
877	0.04424981297
878	0.04420393877
879	0.04419361688
880	0.04413218903
881	0.04409611625
882	0.04403848531
883	0.0439788141
884	0.04390038261
885	0.04382994097
886	0.04381941184
887	0.04373824589
888	0.04368009582
889	0.04360669738
890	0.0435768256
891	0.0435269545
892	0.04346842613
893	0.04345838645
894	0.04337421534
895	0.04336508611
896	0.04326309958
897	0.04318370021
898	0.04315881321
899	0.04307359247
900	0.04306431198
901	0.04301918829
902	0.04292371282
903	0.04288811098
904	0.04283484445
905	0.04281485636
906	0.04273935006
907	0.04267443368
908	0.0426051596
909	0.04259558408
910	0.04252456608
911	0.04249002855
912	0.04243873462
913	0.04238421682
914	0.04235409812
915	0.04228662954
916	0.04222857942
917	0.04215226115
918	0.04210173953
919	0.04199794171
920	0.04194374602
921	0.0418991091
922	0.04181778625
923	0.0417146051
924	0.0416383898
925	0.04160892134
926	0.041591414
927	0.04154807405
928	0.04148423932
929	0.04140553127
930	0.04135808387
931	0.0412955059
932	0.04126732918
933	0.04125111933
934	0.04123744846
935	0.04117229411
936	0.04106961031
937	0.04097504021
938	0.04088150198
939	0.04085011818
940	0.04079836266
941	0.04075206
942	0.04072493437
943	0.04067682466
944	0.04057905664
945	0.04054771901
946	0.04053179965
947	0.04050260482
948	0.04047825491
949	0.04039974486
950	0.0403288537
951	0.04025549125
952	0.04023320851
953	0.0401437847
954	0.04007556508
955	0.04003069759
956	0.03993285773
957	0.03991532297
958	0.03986602413
959	0.03980821305
960	0.03972864513
961	0.03972057572
962	0.03969770287
963	0.0396226093
964	0.03961430319
965	0.03958756915
966	0.0395695824
967	0.03952492735
968	0.03950810802
969	0.03949069008
970	0.03942670296
971	0.03933169954
972	0.03931012426
973	0.03926253351
974	0.03917218358
975	0.03911905268
976	0.03907071303
977	0.03904004301
978	0.03902388858
979	0.03899567897
980	0.03890018976
981	0.03880905251
982	0.03876400792
983	0.03874378601
984	0.03869835131
985	0.0386700337
986	0.0386023075
987	0.03855805258
988	0.03849777494
989	0.03849034508
990	0.03839362993
991	0.03833747482
992	0.03825257256
993	0.03823219101
994	0.03818595215
995	0.03813211287
996	0.03807456739
997	0.0380075335
998	0.03791688507
999	0.037909208
